CCSR Diagnosis Code  CCSR Procedure Code
                     ENT008                     2
                     GIS001                     2
                     GIS003                     2
                     GNR006                     2
                     IMG006                     2
                     LYM001                     2
                     MST002                     2
                     MST005                     2
                     MST030                     2
                     ADM017                     1
                     CAR010                     1
                     CNS007                     1
                     ENT002                     1
                     ENT013                     1
                     ENT017                     1
                     ESA001                     1
                     EYP001                     1
                     FRS015                     1
                     GIS015                     1
                     GIS017                     1
                     GIS022                     1
                     GNR001                     1
                     GNR005                     1
                     GNR008                     1
                     IMG007                     1
                     LYM002                     1
                     OTR004                     1
                     RAD001                     1
                     RES010                     1
NEO028               MST020                    14
                     SKB007                    11
                     MST028                     7
                     MST019                     6
                     LYM001                     4
                     LYM003                     3
                     MST003                     3
                     SKB001                     3
                     CAR017                     2
                     ENT010                     2
                     GNR008                     2
                     SKB003                     2
                     SKB008                     2
                     CAR006                     1
                     CAR008                     1
                     ENT012                     1
                     ESA003                     1
                     GIS013                     1
                     GNR005                     1
                     HEP001                     1
                     LYM002                     1
                     MST002                     1
                     MST023                     1
                     MST024                     1
                     MST026                     1
                     MST030                     1
                     RES005                     1
                     URN001                     1
NEO029               SKB003                   428
                     LYM001                   146
                     SKB004                    18
                     MST028                    15
                     SKB007                     9
                     LYM002                     7
                     LYM003                     4
                     MST030                     3
                     SKB008                     2
                     FRS003                     1
                     MST020                     1
                     RES005                     1
                     SKB001                     1
NEO030               SKB003                  1463
                     LYM001                   406
                     RES005                   146
                     SKB004                    78
                     SKB001                    72
                     ADM001                    45
                     MST028                    33
                     SKB007                    33
                     GIS006                    30
                     LYM003                    29
                     ADM021                    28
                     CAR025                    23
                     LYM002                    23
                     RES003                    16
                     ESA004                    12
                     RES006                    12
                     ADM015                    11
                     CAR024                    11
                     HEP001                    11
                     ADM012                    10
                     CAR017                     9
                     ADM017                     7
                     IMG008                     7
                     OTR004                     7
                     SKB009                     7
                     MST030                     6
                     RES002                     6
                     RES007                     6
                     FRS002                     4
                     GNR005                     4
                     MST002                     4
                     MST003                     4
                     RES008                     4
                     GIS001                     3
                     IMG006                     3
                     IMG007                     3
                     LYM007                     3
                     MAM011                     3
                     MST019                     3
                     RES010                     3
                     RES012                     3
                     ADM010                     2
                     ADM014                     2
                     CAR029                     2
                     CNS002                     2
                     ESA005                     2
                     MST010                     2
                     MST013                     2
                     MST020                     2
                     RAD001                     2
                     RES004                     2
                     URN005                     2
                     ADM016                     1
                     ADM019                     1
                     CAR028                     1
                     ENT001                     1
                     ESA003                     1
                     GIS004                     1
                     GIS007                     1
                     GIS017                     1
                     GIS025                     1
                     GNR001                     1
                     IMG005                     1
                     LYM008                     1
                     MAM007                     1
                     MAM008                     1
                     MST018                     1
                     NCM001                     1
                     RAD004                     1
                     RES014                     1
                     SKB002                     1
                     SKB008                     1
                     SKB010                     1
                     URN003                     1
                     URN006                     1
NEO031               FRS001                   151
                     ADM001                    30
                     GIS006                    22
                     FRS002                    14
                     RES005                    13
                     ADM021                     9
                     GIS015                     9
                     FRS015                     7
                     LYM003                     7
                     FRS010                     5
                     URN005                     5
                     GIS001                     3
                     ADM012                     2
                     ADM015                     2
                     CAR024                     2
                     CAR028                     2
                     FRS003                     2
                     GIS003                     2
                     GNR009                     2
                     IMG006                     2
                     IMG008                     2
                     LYM001                     2
                     OTR004                     2
                     RAD001                     2
                     SKB009                     2
                     URN001                     2
                     ADM002                     1
                     ADM004                     1
                     ADM006                     1
                     ADM014                     1
                     ADM017                     1
                     CAR025                     1
                     ESA001                     1
                     ESA002                     1
                     ESA003                     1
                     FRS008                     1
                     FRS011                     1
                     GIS005                     1
                     GIS009                     1
                     GIS018                     1
                     GIS022                     1
                     GNR002                     1
                     GNR004                     1
                     HEP001                     1
                     LYM002                     1
                     RES002                     1
                     RES003                     1
                     RES006                     1
                     URN006                     1
                     URN010                     1
NEO032               FRS001                   155
                     FRS015                   107
                     RAD002                    65
                     ADM001                    53
                     URN005                    23
                     FRS002                    17
                     LYM003                    12
                     FRS003                     9
                     RAD001                     8
                     ADM015                     7
                     FRS004                     6
                     FRS010                     6
                     PLC002                     5
                     URN001                     5
                     URN003                     5
                     CAR024                     4
                     CAR025                     4
                     LYM001                     4
                     ADM021                     3
                     GIS006                     3
                     RAD004                     3
                     URN006                     3
                     CAR010                     2
                     GIS007                     2
                     GIS011                     2
                     GIS018                     2
                     RES002                     2
                     RES005                     2
                     URN010                     2
                     ADM012                     1
                     CAR004                     1
                     CAR011                     1
                     CAR017                     1
                     CAR028                     1
                     CNS012                     1
                     FRS011                     1
                     GIS001                     1
                     GIS002                     1
                     GIS005                     1
                     GIS009                     1
                     GIS017                     1
                     GIS027                     1
                     GNR004                     1
                     GNR009                     1
                     IMG005                     1
                     IMG006                     1
                     IMG007                     1
                     IMG008                     1
                     LYM002                     1
                     MST028                     1
                     OTR001                     1
                     RES001                     1
                     RES008                     1
                     RES014                     1
                     URN004                     1
NEO033               FRS001                   481
                     FRS002                   252
                     GIS006                   156
                     RES005                    70
                     FRS003                    58
                     GIS015                    35
                     FRS015                    26
                     LYM003                    20
                     ADM001                    19
                     CAR025                    15
                     GIS003                    14
                     ADM021                    11
                     GIS022                    11
                     CAR024                    10
                     FRS010                     9
                     GIS005                     8
                     GIS009                     8
                     ADM012                     7
                     ADM017                     7
                     GNR009                     7
                     GIS007                     6
                     HEP001                     6
                     IMG008                     6
                     GIS018                     5
                     GIS024                     5
                     IMG006                     5
                     GNR008                     4
                     LYM001                     4
                     RES006                     4
                     URN003                     4
                     CAR028                     3
                     ESA004                     3
                     GIS011                     3
                     OTR004                     3
                     RES003                     3
                     ADM014                     2
                     ESA001                     2
                     FRS005                     2
                     GIS001                     2
                     GIS002                     2
                     GIS004                     2
                     GIS008                     2
                     GIS010                     2
                     LYM002                     2
                     URN005                     2
                     ADM003                     1
                     ADM006                     1
                     ADM007                     1
                     ADM015                     1
                     ADM019                     1
                     CAR017                     1
                     FRS007                     1
                     GIS013                     1
                     GIS019                     1
                     GNR006                     1
                     IMG007                     1
                     LYM005                     1
                     MAM010                     1
                     MAM011                     1
                     MST003                     1
                     RAD001                     1
                     RES002                     1
                     RES007                     1
                     RES008                     1
                     RES010                     1
                     RHB002                     1
                     SKB001                     1
                     URN006                     1
                     URN007                     1
                     URN009                     1
                     URN012                     1
NEO034               FRS001                    58
                     FRS003                    29
                     FRS002                    17
                     GIS015                     4
                     GIS006                     3
                     ADM001                     2
                     GIS009                     2
                     GIS022                     2
                     LYM003                     2
                     RES005                     2
                     ADM015                     1
                     ADM021                     1
                     EST001                     1
                     FRS015                     1
                     GIS005                     1
                     GIS008                     1
                     HEP004                     1
                     HEP006                     1
                     LYM001                     1
                     RES003                     1
NEO035               FRS001                   685
                     FRS015                    82
                     FRS002                    61
                     ADM001                    49
                     GIS006                    36
                     LYM003                    32
                     RES005                    29
                     FRS010                    17
                     CAR024                    12
                     FRS003                    12
                     ADM021                    10
                     GIS015                    10
                     ADM012                     8
                     RAD001                     7
                     GIS003                     6
                     URN005                     6
                     ADM015                     5
                     CAR010                     5
                     ESA001                     5
                     OTR001                     5
                     ADM017                     4
                     CAR025                     4
                     GIS005                     4
                     GNR009                     4
                     IMG006                     4
                     LYM001                     4
                     OTR004                     4
                     ADM019                     3
                     CAR028                     3
                     GIS007                     3
                     GIS022                     3
                     RAD002                     3
                     GIS018                     2
                     GIS024                     2
                     GNR002                     2
                     IMG008                     2
                     MAM011                     2
                     MST028                     2
                     URN001                     2
                     ADM016                     1
                     CAR017                     1
                     CAR029                     1
                     CNS002                     1
                     ESA004                     1
                     FRS004                     1
                     FRS008                     1
                     FRS011                     1
                     FRS012                     1
                     GIS001                     1
                     GIS002                     1
                     GIS004                     1
                     GIS009                     1
                     GIS017                     1
                     GNR008                     1
                     GNR010                     1
                     HEP001                     1
                     HEP010                     1
                     IMG004                     1
                     IMG007                     1
                     LYM002                     1
                     MAM005                     1
                     MST010                     1
                     MST020                     1
                     RAD004                     1
                     RES002                     1
                     RES003                     1
                     RES006                     1
                     RHB002                     1
                     URN003                     1
                     URN006                     1
                     URN012                     1
NEO036               FRS011                    78
                     FRS015                    61
                     ADM001                     6
                     LYM003                     6
                     FRS001                     3
                     LYM001                     3
                     SKB009                     3
                     ADM021                     2
                     CAR028                     2
                     FRS002                     2
                     FRS010                     2
                     ADM012                     1
                     GIS003                     1
                     GIS006                     1
                     LYM002                     1
                     RAD002                     1
                     URN005                     1
NEO037               FRS015                    10
                     FRS011                     9
                     RAD002                     5
                     ADM001                     4
                     RAD004                     2
                     FRS001                     1
                     FRS010                     1
                     GIS015                     1
                     OTR004                     1
                     URN003                     1
                     URN005                     1
                     URN006                     1
NEO038               FRS011                    18
                     GIS006                    17
                     FRS015                    16
                     FRS001                    11
                     RES005                    10
                     FRS002                     6
                     GIS015                     3
                     LYM001                     3
                     ADM015                     2
                     LYM003                     2
                     RES007                     2
                     URN005                     2
                     ADM001                     1
                     ADM012                     1
                     ADM019                     1
                     FRS003                     1
                     FRS010                     1
                     GIS003                     1
                     GIS022                     1
                     GNR009                     1
                     HEP001                     1
                     OTR001                     1
                     RES002                     1
                     SKB001                     1
                     URN007                     1
                     URN012                     1
NEO039               MRS003                  2335
                     MRS004                   145
                     LYM003                   119
                     ADM001                    87
                     LYM001                    30
                     URN006                    27
                     ADM021                    22
                     URN009                    19
                     LYM002                    18
                     URN005                    17
                     OTR001                    15
                     URN012                    13
                     RES005                    12
                     OTR004                    10
                     ADM015                     9
                     MST002                     9
                     ADM012                     8
                     CAR024                     8
                     IMG008                     8
                     HEP001                     7
                     GIS001                     6
                     GIS004                     6
                     LYM007                     6
                     URN003                     6
                     ADM017                     5
                     GIS006                     5
                     URN001                     5
                     CAR010                     4
                     ESA001                     4
                     GIS005                     4
                     GNR004                     4
                     IMG006                     4
                     MRS007                     4
                     RES007                     4
                     SKB009                     4
                     URN004                     4
                     ADM014                     3
                     ADM019                     3
                     ESA004                     3
                     GNR009                     3
                     RES003                     3
                     CNS002                     2
                     GIS016                     2
                     GIS018                     2
                     MST003                     2
                     MST010                     2
                     RAD002                     2
                     RES002                     2
                     URN007                     2
                     ADM011                     1
                     ADM018                     1
                     CAR017                     1
                     CAR025                     1
                     CAR028                     1
                     ENP001                     1
                     ESA003                     1
                     ESA005                     1
                     GIS003                     1
                     GIS007                     1
                     GIS017                     1
                     GIS022                     1
                     GNR005                     1
                     GNR006                     1
                     HEP008                     1
                     IMG004                     1
                     IMG007                     1
                     MAM007                     1
                     MAM008                     1
                     MST001                     1
                     MST020                     1
                     RAD004                     1
                     RES004                     1
                     URN008                     1
                     URN010                     1
NEO040               MRS007                    33
                     LYM003                    10
                     ADM012                     6
                     ADM011                     4
                     LYM001                     4
                     GNR009                     3
                     LYM002                     3
                     GNR007                     1
                     HEP001                     1
                     MRS002                     1
                     RES002                     1
                     RES010                     1
NEO041               MRS002                    31
                     LYM001                     7
                     LYM002                     6
                     ADM012                     2
                     MRS001                     2
                     ADM001                     1
                     GNR004                     1
                     LYM003                     1
                     URN004                     1
                     URN006                     1
                     URN007                     1
NEO042               MRS007                     7
                     ADM001                     1
                     CAR025                     1
                     GNR009                     1
                     SKB001                     1
                     URN005                     1
NEO043               URN009                  1162
                     URN001                   101
                     ADM001                    89
                     MRS003                    70
                     URN005                    59
                     URN003                    55
                     URN012                    36
                     MRS004                    28
                     URN008                    27
                     URN006                    20
                     URN004                    19
                     GNR004                    14
                     URN010                    14
                     ADM018                    13
                     ADM021                    11
                     ADM015                     9
                     GIS006                     9
                     URN002                     7
                     ADM017                     6
                     LYM001                     6
                     ADM012                     5
                     IMG006                     5
                     IMG007                     5
                     CAR024                     4
                     GIS005                     4
                     GIS007                     4
                     OTR001                     4
                     OTR004                     4
                     RES005                     4
                     CAR011                     3
                     CAR025                     3
                     CAR028                     3
                     ESA001                     3
                     FRS001                     3
                     GNR009                     3
                     HEP001                     3
                     IMG004                     3
                     LYM003                     3
                     MST002                     3
                     RES002                     3
                     SKB009                     3
                     ADM014                     2
                     CAR010                     2
                     ESA004                     2
                     GIS001                     2
                     GIS009                     2
                     GIS016                     2
                     GIS017                     2
                     GIS018                     2
                     GNR008                     2
                     LYM002                     2
                     MAM011                     2
                     MST003                     2
                     RES003                     2
                     RES007                     2
                     ADM010                     1
                     ADM019                     1
                     CAR017                     1
                     CNS002                     1
                     ENT002                     1
                     ESA003                     1
                     FRS002                     1
                     GIS015                     1
                     GIS021                     1
                     GNR002                     1
                     GNR003                     1
                     HEP008                     1
                     IMG002                     1
                     IMG008                     1
                     MST028                     1
                     RAD001                     1
                     RAD004                     1
                     RHB002                     1
                     SUD002                     1
                     URN007                     1
NEO044               URN008                   322
                     URN003                    19
                     URN009                    17
                     URN001                    10
                     URN010                     7
                     URN012                     7
                     ADM001                     5
                     URN005                     4
                     URN002                     3
                     LYM001                     2
                     LYM002                     2
                     LYM003                     2
                     OTR001                     2
                     ADM017                     1
                     ADM018                     1
                     ADM021                     1
                     ESA004                     1
                     GIS005                     1
                     GIS006                     1
                     GIS009                     1
                     GIS021                     1
                     HEP001                     1
                     HEP013                     1
                     IMG004                     1
                     IMG007                     1
                     IMG008                     1
                     MST003                     1
                     RES002                     1
                     URN004                     1
                     URN006                     1
NEO045               URN008                  2176
                     URN002                    65
                     ADM001                    28
                     RES005                    14
                     CAR010                    13
                     HEP001                    12
                     CAR024                    11
                     OTR001                    10
                     ESA001                     9
                     LYM001                     9
                     ADM015                     8
                     ADM021                     8
                     GNR009                     8
                     MST002                     8
                     URN003                     8
                     GIS006                     7
                     RES002                     7
                     CAR011                     6
                     URN006                     6
                     URN009                     6
                     ADM012                     5
                     IMG008                     5
                     ESA003                     4
                     GNR002                     4
                     IMG006                     4
                     LYM003                     4
                     URN005                     4
                     ADM017                     3
                     CAR025                     3
                     ESA004                     3
                     GIS001                     3
                     GIS016                     3
                     OTR004                     3
                     URN001                     3
                     URN004                     3
                     ADM019                     2
                     ENP001                     2
                     HEP006                     2
                     HEP008                     2
                     IMG007                     2
                     LYM007                     2
                     MAM008                     2
                     MST003                     2
                     RAD001                     2
                     RES010                     2
                     SKB009                     2
                     ADM011                     1
                     ADM022                     1
                     CAR017                     1
                     CAR019                     1
                     GIS002                     1
                     GIS003                     1
                     GIS005                     1
                     GIS007                     1
                     GIS009                     1
                     GIS015                     1
                     GIS017                     1
                     GIS018                     1
                     GIS021                     1
                     GIS022                     1
                     GIS025                     1
                     GIS027                     1
                     GNR008                     1
                     HEP004                     1
                     LYM002                     1
                     MAM004                     1
                     MAM015                     1
                     MST019                     1
                     MST028                     1
                     RAD003                     1
                     RAD004                     1
                     RES001                     1
                     RES006                     1
                     RES007                     1
                     RES008                     1
                     SKB001                     1
NEO046               URN009                     9
                     URN001                     3
                     ADM001                     2
                     MRS004                     2
                     RAD002                     2
                     URN005                     2
                     CAR024                     1
                     CAR025                     1
                     GIS006                     1
                     LYM001                     1
                     MRS002                     1
                     MRS003                     1
                     MST029                     1
                     URN003                     1
                     URN008                     1
                     URN010                     1
NEO047               URN008                    24
                     URN009                    14
                     URN003                     4
                     URN001                     3
                     ADM001                     2
                     ADM021                     2
                     HEP003                     2
                     MRS003                     2
                     OTR001                     2
                     RES005                     2
                     URN006                     2
                     ADM002                     1
                     ADM012                     1
                     ADM019                     1
                     GNR004                     1
                     IMG004                     1
                     MRS004                     1
                     OTR004                     1
                     RES002                     1
                     URN002                     1
                     URN004                     1
                     URN005                     1
NEO048               CNS007                  1317
                     CNS001                   202
                     MAM011                    88
                     ADM012                    52
                     CNS002                    36
                     IMG005                    27
                     CNS005                    25
                     CNS010                    25
                     ADM021                    23
                     RAD001                    22
                     RHB002                    22
                     CAR024                    21
                     ADM016                    20
                     GIS017                    12
                     IMG007                    12
                     IMG008                    11
                     MAM010                    11
                     OTR004                    11
                     ADM017                    10
                     CNS006                    10
                     CNS014                     9
                     ADM001                     7
                     ADM015                     7
                     CAR028                     7
                     ESA003                     7
                     ESA004                     7
                     MST018                     7
                     RAD004                     7
                     RES007                     7
                     SKB009                     7
                     IMG006                     5
                     MST029                     5
                     OTR002                     5
                     URN006                     5
                     ADM006                     4
                     CAR025                     4
                     ADM011                     3
                     ADM014                     3
                     ADM020                     3
                     CNS011                     3
                     IMG002                     3
                     MST012                     3
                     ADM010                     2
                     ADM019                     2
                     CNS009                     2
                     ENP005                     2
                     ESA001                     2
                     LYM007                     2
                     MST002                     2
                     RES010                     2
                     SKB006                     2
                     ADM022                     1
                     CAR010                     1
                     CAR021                     1
                     CNS008                     1
                     ENP001                     1
                     ENT010                     1
                     ENT017                     1
                     ESA005                     1
                     EST001                     1
                     FRS002                     1
                     GIS009                     1
                     GIS024                     1
                     GNR004                     1
                     GNR005                     1
                     MAM007                     1
                     MST010                     1
                     MST013                     1
                     PLC002                     1
                     RAD002                     1
                     RAD003                     1
                     RES002                     1
                     RES005                     1
                     SKB001                     1
                     SKB008                     1
                     SKB010                     1
                     SUD002                     1
NEO049               CNS007                    45
                     PNS005                     6
                     ADM012                     4
                     CNS008                     3
                     GNR009                     3
                     RHB002                     3
                     ADM011                     2
                     CAR024                     2
                     MST020                     2
                     CNS001                     1
                     CNS002                     1
                     CNS011                     1
                     ENT012                     1
                     ESA001                     1
                     GIS004                     1
                     GNR007                     1
                     IMG005                     1
                     IMG006                     1
                     LYM001                     1
                     LYM007                     1
                     MST003                     1
                     MST012                     1
                     MST013                     1
                     MST014                     1
                     MST018                     1
                     MST025                     1
                     PNS002                     1
                     URN005                     1
                     URN006                     1
NEO050               ENP002                   649
                     LYM003                    52
                     ENP001                    22
                     RES010                    10
                     RAD004                     9
